2.006979676111672859e+02,-1.674589609593326429e+02,-8.941717854631421858e+01,-9.244131712618441910e-01,3.688287236777096467e+01,-8.059756923780742000e+01,-8.159666807891227336e+01,4.124268336226824516e+01,-3.432248621455411808e+01,-2.887317093366582910e+01,-8.651764074760600920e+01,1.866196998021739262e+01,-6.406608098274348961e-01,3.517385848264750818e-13
2.365122267301972556e+02,-1.751094908624118318e+02,-4.656297191924709722e+01,4.856767606336315879e+00,1.751445454266002244e+01,-8.485463579448872906e+01,-7.344625917323456576e+01,8.551149938785631122e+00,-2.281321900058601315e+01,-1.421700090902759683e+01,-1.471345903012748657e+01,9.186740849138919529e+00,1.968298069007305973e+00,1.957123886161896335e-13
2.272058906959861986e+02,-1.917702237168916781e+02,-6.984181142588208502e+01,1.256426606668717838e+01,5.173686349520490779e+01,-9.459443277912227188e+01,-3.767686415167601410e+01,-5.139591338656637731e+01,2.517505828852756977e+01,-2.407577236115754005e+01,-7.427073168648070123e+01,6.346937058237396734e+00,-2.259726277771663128e+00,3.975907957434940469e-13
2.560358291629528935e+02,-1.816481718678863047e+02,-1.801338928933858341e+01,1.707180294250730057e+01,1.005652401868012014e+01,-7.599812394371693358e+01,-7.696518586519297855e+01,-2.888826263516439141e+01,-3.325563035430092640e+01,-6.531689211389212879e+00,1.493446867635609721e+01,6.056756697177550386e+00,3.438684385383189213e+00,2.599032100647491461e-13
2.626269318393237882e+02,-1.839569692404471652e+02,4.907277710609267096e+00,1.268144635634721773e+01,8.731571600292950208e+00,-7.198092112153371147e+01,-7.420981796522720231e+01,-1.720111766426914102e+01,-4.881871004814941983e+01,-1.007511639341426601e+01,9.613746617546174988e+00,8.481486669312870319e+00,4.825120358046111058e+00,2.115952214100711768e-13
2.605040976285167176e+02,-1.926840768130657864e+02,-1.106622258228064482e+01,2.153302620804720036e+01,6.710692816267950001e+00,-6.494806208559128891e+01,-8.046630853848741083e+01,-2.356361180269254518e+01,-3.800571893468890039e+01,-1.184963458480739540e+01,-6.033773387189830473e+00,6.921784629829152102e+00,3.085876571278215685e+00,2.542344290974190178e-13
2.612870387584415539e+02,-2.031034749058884472e+02,5.092179928648067566e+00,2.888018306603960994e+01,-4.551356972967258052e+00,-6.687886056459205975e+01,-7.335849583085936843e+01,-1.244642608964523056e+01,-2.305086297333444278e+01,-9.468337932080099495e-02,2.933954261725613222e+01,3.742838612009607324e+00,4.344606563711077563e+00,2.027134372130699244e-13
2.715783912111795075e+02,-1.957393931539789378e+02,1.671413345565795083e+01,2.491746511025868571e+01,-9.240703503274348307e+00,-7.974463841479278869e+01,-7.279446441301737991e+01,-2.371968992924275454e+01,-3.327987426559940332e+01,-6.039053100671257113e+00,2.320320608353666714e+01,4.436445776645091321e+00,5.301596718321337498e+00,2.653632335106379029e-13
2.710441102937642768e+02,-1.915039003407261475e+02,1.739494606673355648e+01,4.503043830250491375e+00,9.032223153074263600e-01,-9.319561402895837432e+01,-6.325527429441559946e+01,-2.721073297867386742e+01,-3.551264969660608273e+01,-9.339291682519530013e+00,3.197731910181258641e+01,4.628013194318415735e+00,7.194079245768808306e+00,1.930677839823147224e-13
2.554395081983471982e+02,-2.047245961814855093e+02,1.384711434679424080e+01,1.672498127111209243e+01,-1.404761119882124909e+01,-3.362326045761376037e+01,-1.325610969339497558e+01,-3.698168447353785471e+00,-4.977703068384901286e+01,1.155500876625823459e+01,2.232438165448656875e+01,5.105165214340916968e+00,6.266771378001554815e+00,1.877453570058558009e-13
